timestamp_utc,symbol,score,close,ema20,ema50,rsi,macd,macd_signal,macd_hist,bb_low,bb_mid,bb_high
2025-09-09T21:17:36.707138+00:00,BTC/USDT,25,111540.01,111364.73220108298,111633.83308371954,53.54187980435872,-69.1773928959301,-169.67339515966708,100.49600226373698,110814.99309370549,111196.76849999998,111578.54390629446
2025-09-09T21:17:36.707138+00:00,ETH/USDT,25,4314.15,4298.1638330421765,4307.590071325291,58.782214847591014,-1.7362364801256263,-6.4695028153120475,4.733266335186421,4273.337065734804,4291.586499999999,4309.835934265195
2025-09-09T21:17:36.707138+00:00,ONDO/USDT,25,0.9575,0.9541182804010252,0.9546728462510525,54.16554490598295,-0.00010390130358017835,-0.0012150033068585543,0.001111102003278376,0.9454846241932624,0.9523699999999999,0.9592553758067375
2025-09-09T21:27:59.694115+00:00,BTC/USDT,25,111381.12,111349.59982013059,111627.60210332737,48.85481140116678,-81.85237865091767,-172.2083923106646,90.35601365974694,110830.02858451042,111188.824,111547.61941548956
2025-09-09T21:27:59.694115+00:00,ETH/USDT,25,4299.0,4296.7209758993195,4306.995953678233,49.807836786065174,-2.9447834886723285,-6.711212217021388,3.7664287283490596,4275.339767740146,4290.829,4306.318232259853
2025-09-09T21:27:59.694115+00:00,ONDO/USDT,25,0.9549,0.9538706613534061,0.9545708854667387,50.77722262309488,-0.00031130871098761226,-0.0012564847883400412,0.000945176077352429,0.9456553511862815,0.9522400000000001,0.9588246488137186
2025-09-09T21:37:06.719558+00:00,BTC/USDT,25,111500.26,111366.01137055234,111628.27043591496,52.23000601097659,-60.83808369709004,-150.03033055397842,89.19224685688837,110842.86849736847,111215.66700000002,111588.46550263156
2025-09-09T21:37:06.719558+00:00,ETH/USDT,25,4308.67,4297.896750056804,4307.358457330234,54.58477391997093,-1.7094224418187878,-5.728909493931269,4.019487052112481,4275.290977464138,4292.153,4309.015022535862
2025-09-09T21:37:06.719558+00:00,ONDO/USDT,25,0.9536,0.953750889237294,0.9545587039336508,49.2121255696877,-0.00038631715501769026,-0.0011020258606882084,0.0007157087056705181,0.9469169511253865,0.9526049999999999,0.9582930488746133
2025-09-09T22:12:44.848752+00:00,BTC/USDT,25,111529.38,111371.05769597439,111617.5144374871,53.14786569202242,-45.30462086919579,-116.70506812745887,71.40044725826309,110890.82870363748,111252.82650000001,111614.82429636254
2025-09-09T22:12:44.848752+00:00,ETH/USDT,25,4314.96,4299.42190945516,4307.492918162921,58.02309931291212,-0.1513368378764426,-4.04120556977278,3.889868731896337,4274.730727042322,4293.753500000001,4312.77627295768
2025-09-09T22:12:44.848752+00:00,ONDO/USDT,25,0.954,0.9534484995380207,0.9546767082231832,50.12271149921239,-0.0005529308835496849,-0.0009585940322918689,0.00040566314874218405,0.9475145997277296,0.9527299999999999,0.9579454002722702
